id,navn,avsender,underkategori,pulje,hovedposisjon,dissens,arg_n,argumenter,hovedbudskap
339,Privatperson (identisk-strukturert tvilling med id 349),,pasient_eller_pårørende_informert_tvilling_349,,A_klar,False,15,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;nice_2021;biomedisinsk_forskning;who_diagnosekoder;brukerundersøkelser_ignorert;biopsykososial_kritikk;alle_til_lags_forsøk_mislykket;todelt_løp;alvorlig_grad_egne_føringer;alvorlig_grad_pleieråd;icpc_2_kode;fastlege_pem_kunnskap_krav,"A_klar identisk-strukturert tvilling-innspill med id 349. Innledning i bakgrunn_metode: 'Bakgrunn, metode og prosess har vært et forsøk på å gjøre alle til lags og har ført til retningslinjer som ingen er fornøyd med'. Sentral generelle_kommentarer-tekst er bokstavelig talt IDENTISK med id 349 — fire-punkts kritikk av høringsutkastets formål-oppfyllelse: (1) ikke kunnskapsbasert, (2) utydelige råd pga sammenblanding, (3) ikke lyttet til brukerkunnskap, (4) operative krav om PEM-kunnskap, todelt løp, eget kapittel om alvorlig ME, ICPC-2 koder."
34,"Privatperson (60. mal-instans, Canada-SKAL)",,pasient_eller_pårørende_mal_pluss,,A_klar,False,3,egen_retningslinje;stan_mal_setning;canadakriteriene_skal_obligatorisk,60. mal-instans. 60. mal-instans + Canada-SKAL-formulering.
340,"Privatperson (analytisk BPS-modell-kritikk, primær vs sekundær årsak)",,fagperson_privat_sannsynlig_analytisk,,A_klar,False,12,pem_kjerne;egen_retningslinje;skille_me_long_covid_utmattelse;biopsykososial_kritikk;biopsykososial_bagatelliserer_biologi;kat_ukritisk_kurativ;psykososial_primær_vs_sekundær;ulik_patofysiologi;retningslinjer_for_utydelige;tilstanden_forverres_pem_ignorert;kurative_behandling_kritikk;subjektiv_tolkning_brukerguide,"A_klar med substansiell **analytisk kritikk av biopsykososial-modellens praktiske anvendelse i utkastet**. Hovedanke: 'Retningslinjene baserer seg på en biopsykososial modell som kan oppfattes å utelukke eller sterkt bagatelliserer den biologiske komponenten som årsak. En rent psykososial forståelse forsterkes av at kognitiv adferdsterapi (KAT) anbefales ukritisk som kurative behandling'. **Sentral analytisk distinksjon**: 'Det er også allment akseptert at psykososiale forhold får betydning ved langvarig og ofte svært funksjonsnedsettende lidelser, men da som en sekundær og ikke primær årsak. Totalt skaper framstillingen usikkerhet om det faglige grunnlaget for retningslinjene, og mulighet til å bruke den forståelse som man selv synes mest om'. Sentrale konsekvenser: retningslinjen er 'for utydelige og for lite spesifikke til å være et nyttig verktøy. Det kan medføre at tilknyttede lidelser ikke diagnostiseres og behandles tidlig og adekvat og at spesielle røde flagg (PEM) ikke tas hensyn til slik at tilstanden forverres'. Refererer 'patofysiologisk' og 'kurative behandling' — fagteknisk presis."
341,"Privatperson (12 nevroplastiske kurs, tilfrisket)",,pasient_oku_nevroplastisk_selvkurs,,B_modifisert,False,7,selvundersøkelse_google_facebook;12_nevroplastiske_kurs;nevroplastisk_hjerne;leger_medisinering_kritikk;kropp_hjerne_sinn;skole_kunnskap_forebyggende;facebook_rekruttering,"**25. B-leiren-tilhenger**. Selvtilfrisket gjennom 12 kurs om 'kropp, hjerne og sinn'. Nevroplastisk-rammeverk uten direkte Karlson/Recovery Norge-referanse. Facebook-rekruttering implicit."
342,"Privatperson (OKU-tilhenger, fire spesifiserte privat-tjenester anbefalt)",,pasient_oku_karlsons,,B_modifisert,False,14,utmattelse_overbelastning;ro_hvile_ansvarsfrihet;oku_karlsons_konkret;karlsonpsykologene_no;dringrid_no;funkmedlivet_com;aterhamtningsportalen_se;dobbeltimer_konsultasjon;19_symptomer_på_utmattelse;sverige_diagnose;utmattelse_egen_diagnose_krav;kroppens_signaler_lytte;4_uker_sykmelding_minimum;fastlege_kompetansemangel,"B_modifisert OKU-tilhenger med konkrete operative tjenesteforslag. Hovedanke: 'Utmattelse må bli en diagnose, slik det er i Sverige og WHO'. **Hovedforslag**: 'For utmattelse forårsaket av for stor belastning over tid er det beste tiltaket være ro, hvile og ansvarsfrihet over en lenger periode'. **Refererer FIRE konkrete privat-tjenester** som henvisningsmuligheter for fastleger: (1) **dringrid.no** (har 19-symptom-liste for utmattelse), (2) **funkmedlivet.com**, (3) **karlsonpsykologene.no**, (4) **aterhamtningsportalen.se** (svensk). Konkrete operative forslag: (a) dobbel-timer for konsultasjon (15 min er for kort), (b) minimum 4 ukers sykmelding av gangen, (c) veiledning av kompetent helsepersonell, (d) lytte til kroppen — spise når sulten, sove når trøtt, hvile når sliten. **Strukturelt argument**: 'Utmattelse forårsaket av overbelastning må bli en diagnose, slik at lege og NAV kan gi den hjelpen som trengs for å bli bra. (Til nå har ikke lege og NAV kunnet hjelpe fordi utmattelse ikke har vært en diagnose)'."
343,"Privatperson (CFS/ME etter langvarig overbelastning, restitueringssenter-forslag, nynorsk)",,pasient_overbelastning_oku_inspirert,,B_modifisert,False,11,utmattelse_overbelastning;lys_lyd_lukt_intoleranse;fastlege_nav_press_skadelig;tilbakefall_etter_press;restitueringssenter_forslag;lydisolert_rom;gradert_skjerming;naturen_lett_turmuligheter;fritak_alt_ansvar;private_program_brukt;implementering_konkret,"Nynorskspråklig pasient med 'CFS/ME på grunn av langvarig overbelastning på arbeid og privat'. Sykdomshistorie: traff veggen med 'total intoleranse for lys, lyd og lukt, søvnløyse, utmatting, kognitiv svikt og ei rekke andre symptom'. Press fra lege/NAV førte til retur i 40% leiarstilling, deretter tilbakefall og 'fleire år husbunden ofte med alvorleg utmatting'. Dei siste åra: 'prøvd ulike private program for CFS/ME og har blitt bedre, men ikkje stabil'. **Hovedforslag**: 'restitueringssenter spesifikt for CFS/ME' med disse spesifikasjonene: (1) ingen kognitiv/sosial/fysisk aktivitet, (2) fritak for alt ansvar, ingen møter/krav, (3) plassering i naturen med lette turmuligheter, (4) god avstand fra eget nærmiljø, kort reisevei, (5) lydisolert rom, (6) gradert skjerming av lys, (7) selvbetjening av mat med tilpasning til fordøyelsesproblem (allergier, ustabilt blodsukker), (8) nødvendige hjelpemidler for utmatting, (9) god lettfattelig informasjon om utmatting og behov for ro, (10) muligheten å ringe kompetent person for støtte. Argumenterer at med dette tilbudet umiddelbart 'kunne eg ha blitt heilt frisk og arbeidsfør etter 1-2 år'."
344,Folkehelseinstituttet,,,,B_klar,False,9,biopsykososial_støtte;canadakriteriene_kritikk;kunnskapsgrunnlag_forskning;kognitiv_terapi_støtte;aktivitet_gradvis_økning;nocebo;tilfriskning_håp;psykologisering;tvang_nødvendig,"FHI er den klareste statlige eksponenten for B-posisjonen. Støtter eksplisitt felles retningslinje for langvarig utmattelse og ME/CFS, og anker seg til Brurberg 2014 og Asprusten 2021 for å hevde at det ikke er forskningsmessig grunnlag for at ME er en spesifikk diagnose som krever andre tiltak enn langvarig utmattelse generelt. Er i tvil om Canadakriteriene bør anbefales fremfor andre kriteriesett. Mener kunnskapsgrunnlaget ikke støtter aktivitetsregulering som primær anbefaling – kognitiv terapi og gradert treningsterapi har bedre dokumentert effekt (refererer PACE-trial White 2011, Cochrane Larun 2024, Casson 2023, DEFACTUM 2025). Advarer mot at retningslinjen kan gi nocebo-effekter gjennom symptomovervåking og aktivitetsbegrensning. Foreslår tillitsskapende tiltak også for foreldre som avviser behandling for barn."
345,Pasient- og brukerombudet,,,,tjenestefaglig,False,6,alvorlig_syke;barn_og_unge;nav_arbeidsliv;tjenester_samhandling;kompetanseheving;psykologisering,"Pasient- og brukerombudet tar ikke stilling til de store faglige konfliktlinjene, men leverer et tungt rettssikkerhetsperspektiv. Mener retningslinjen blander lovpålagte plikter og anbefalinger ved bruk av 'bør'-formuleringer – etterlyser klart skille mellom rett/plikt etter lovverk og anbefaling. Etterlyser tydeligere ansvarsplassering, særlig for samhandling mellom fastlege, spesialisthelsetjeneste og kommune. Vil ha klarere omtale av kontaktlege, barnekoordinator, personlig assistanse, pasientmedvirkning og 'barnets beste' som grunnleggende hensyn (Grunnloven § 104, FNs barnekonvensjon)."
346,"Privatperson (Karlsons-pasient, 'alarm-alarm'-symptombilde)",,pasient_oku_karlsons,,B_modifisert,False,12,oku_karlsons_konkret;rune_karlson_spesialist;overbelastning_jobb_privat;alarm_kropp_nervesystem;lyd_overfølsomhet;tinitus_hjertebank_svimmelhet;fastlege_for_generelle_råd;kroppen_kollapset_totalt;si_fra_seg_alt_ansvar;reise_bort_isolere_seg;slette_sosiale_medier;leid_leilighet_alene,"**Ellevte dokumenterte OKU/Karlsons-tilhenger** og tredje eksplisitt referent til Rune Karlson. Sykdomshistorie: mange år med overbelastning i ansvarsfull jobb + stor privat belastning ift barn, svigerbarn og ektefelle. Gradvis utvikling: tretthet → lydoverfølsomhet → søvnproblemer → smerter overalt → tinitus → hjertebank → svimmelhet → emosjonell instabilitet → isolering. **Sentralt 'kropp-i-alarm'-formulering**: 'Jeg taklet ikke store belastninger før det ble det alarm, alarm i min kropp og mitt nervesystem' — direkte parallelt til LP/Recovery Norges konseptualisering. Fastlegen ga konvensjonelle råd (slappe av, trene mer, spise sunnere, være sosial, regelmessig søvn) — ingen hjalp. Etter total kollaps: 'jeg bestemte meg for at jeg nå ville følge behandlingen og tilnærmingen som psykolog Rune Karlson har utarbeidet til personer som har blitt kronisk utmattet over tid pga overbelastning og for stort ansvar'. Implementering av Karlsons-metoden: si fra seg alt jobb og ansvar, reise bort, slette alt av sosiale medier, leie leilighet alene."
347,"Privatperson (ME-syk siden 2009, ICC-orientert, NKT-kritisk)",,pasient_ICC_orientert,,A_klar,False,23,pem_kjerne;pem_definisjon;pem_forsinket_12_72t;pem_pene_terminologi;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;icc_kriterier_støtte;energikonvolutt;icd_g93_3;nice_2021;cdc_referanse;biopsykososial_kritikk;psykologisering;kognitiv_terapi_kritikk;lp_kritikk;nkt_kritikk;nytt_kompetansesenter;ambulerende_team_sykeste;funcap_verktøy;røysumtunet_referanse;egen_erfaring_forverring;stan_mal_setning,"A_klar-innspill fra pasient som har vært ME-syk siden 2009. Strukturert ved bruk av gjennomgangsformelen 'Svarer utfra krav om egen retningslinje for ME-pasienter' i hvert felt. Hovedanke: 'ME/CFS is a biological illness, not a psychologic disorder' (sitat fra CDC). Krever NYTT nasjonalt kompetansesenter med NY kompetansetjeneste — 'Dagens kompetansetjeneste ser på ME som en funksjonell lidelse, i strid med gjeldende oppfatning hos WHO, NICE og CDC'. Foretrekker ICC-kriteriene over Canada-kriteriene for biomedisinsk forskningsspesifikk konsistens. ICC bruker PENE-terminologi (post-exertional neuro-immune exhaustion). Krever ambulerende team for de sykeste pasientene, refererer Røysumtunet for pleieråd. Foreslår at NICE og amerikanske helsemyndigheters anbefalinger om kognitiv terapi og LP 'kopieres direkte' inn i retningslinjen. **Selv-rapportert skade fra anbefalt behandling**: 'Egen erfaring (ME-syk siden 2009) med anbefalte behandlinger, som gradert trening, kognitiv terapi og opphold på rehabiliteringssenter; VARIG FORVERRING og et funksjonsnivå mye lavere enn det hadde vært uten disse behandlingene'. Avslutter med standardmal-sluttsetningen: 'Jeg krever en egen retningslinje for ME-pasienter'."
348,"Privatperson (utbrent etter overbelastning, 'kropp-i-overaktivering')",,pasient_utbrent_kropp_overaktivering,,B_modifisert,False,12,utbrenthet_jobbstress;overbelastning_årsak;gradert_tilbake_for_tidlig;tilbakefall_helt_utmattet;kropp_overaktivering_uro;positive_ting_trigger_reaksjon;lav_toleranse_belastning;individuell_tilpasning;tett_oppfølging_over_tid;nav_forståelse_mangler;réell_sykdom_anerkjennelse;tap_aktivitetsnivå_golf_trening,"B_modifisert pasient med utbrenthets-/overbelastnings-fortelling. Sykdomshistorie: overbelastning på jobb 20...-20.., diagnose 'utbrent', sykmelding, gradert tilbake til 100 %, men 'aldri helt frisk når jeg startet å arbeide for fullt igjen og ble gradvis dårligere og helt fullstendig utmattet (sengeliggende i en periode)'. **Sentralt symptom-poeng**: 'Kroppen min reagerer med uro og overaktivering, ofte i forkant av avtaler, reiser eller når jeg gleder meg til noe' — beskrivelse som konseptuelt ligner LP/Recovery Norges 'nervesystem-i-alarm'-modell. Detaljerte erfaringer: lav toleranse for stress, vanskelig å forutsi hva som tåles fra dag til dag, måtte kutte ut golf og trening (5-7 dager/uke). Etterlyser: forståelse for helhet, konkret veiledning på regulering av belastning, forståelse for at 'positive ting og forventninger kan trigge reaksjoner', tett og forutsigbar oppfølging, leger og NAV som anerkjenner sykdommen som réell."
349,"Privatperson (strukturert A_klar, ICPC-2-spesifisering)",,pasient_eller_pårørende_informert,,A_klar,False,19,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;nice_2021;biomedisinsk_forskning;who_diagnosekoder;brukerundersøkelser_ignorert;biopsykososial_kritikk;psykologisering;tenk_seg_frisk_kritikk;aktivitet_pacing;fastlege_kompetansemangel;todelt_løp;alvorlig_grad_egne_føringer;alvorlig_grad_pleieråd;icpc_2_kode;infeksjonsutløst_kode;pasient_pårørende_aktivitetsavpassing_styre,"Strukturert A_klar med substantielle metodologiske og operative argumenter. Hovedanke i fastlege_igangsette: 'Høringsutkastet oppfyller ikke sitt eget formål' — fire kritikkpunkter: (1) **ikke kunnskapsbasert** — ser bort fra NICE 2021, biomedisinsk forskning, WHO-diagnosekoder, store brukerundersøkelser; (2) **utydelige råd** pga sammenblanding av diagnoser; (3) **ikke lyttet til brukerkunnskap** — kollisjonskurs med de store pasientorganisasjonene; (4) **konkrete operative krav**: fastleger må ha PEM-kunnskap, kartleggingen må føre til todelt løp med egen retningslinje for ME, eget kapittel om alvorlig/svært alvorlig ME med pleieråd. **Substantielt nytt argument**: 'Rydd opp i diagnosekodene. Det må opprettes systemer og retningslinjer som ivaretar ICPC-2s koder for infeksjonsutløst...' — refererer ICPC-2-kategoriene som fastlegene bruker (i tillegg til ICD-10/11 for spesialisthelsetjenesten). I generelle_kommentarer: 'MC/CFS er en biologisk livshemmende sykdom som tar hverdagen fra den det gjelder og de uunnværlige pårørende'. Sentralt: 'Aktivitetsavpassing er spesielt og det er det kun den syke og dennes pårørende som skal styre, ikke helsepersonell'. Avslutningsargument: 'Det er INGEN som tenker/ønsker seg ME/CFS. Hør på oss som har stått i dette i flerfodige 10 år, ikke tenke seg frist-proffitørene'."
35,"Privatperson (58. mal-instans, WHO+NICE-forankring)",,pasient_eller_pårørende_mal_pluss,,A_klar,False,5,egen_retningslinje;stan_mal_setning;who_forankring;nice_guidelines;ikke_motsatt_internasjonal_forskning,58. mal-instans. 58. mal-instans + WHO+NICE-forankring.
350,"CFS/ME-senteret, OUS (klinisk ernæringsfysiolog)",,,,tjenestefaglig,False,2,alvorlig_syke;kompetanseheving,"Innspill fra én klinisk ernæringsfysiolog ved CFS/ME-senteret OUS med over 20 års klinisk erfaring. Hovedbudskap: ernæring og kosthold er underspesifisert i retningslinjen. Pasientgruppen har høy forekomst av IBS, matintoleranser og spiseproblemer som kan eskalere til sondeernæring uten kvalifisert oppfølging. Tidlig intervensjon er kritisk. Tar ikke stilling til konfliktlinjene."
351,"Privatperson (FUNCAP 55-orientert, HABU-/NKT-kritisk)",,pårørende_eller_pasient_informert,,A_klar,False,19,pem_kjerne;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;icd_g93_3;nice_2021;funcap_55_verktøy;biopsykososial_kritikk;psykologisering;føre_var_do_no_harm;habu_kritikk;habu_skadelige_råd;me_og_skole_verktøykasse;nkt_kritikk;rehabilitering_kritikk;fafo_arbeidsdeltakelse;alvorlig_grad_pleieråd;pårørende_belastning;tjenesten_og_meg,"A_klar-innspill med kraftig HABU- og NKT-kritikk. Hovedanke: 'Det MÅ skilles tydelig mellom ME/CFS (og til en viss grad Long Covid) og andre typer utmattelse. Resten av høringsutkastet får følgefeil på alle områder ved at dette blandes sammen.' Konkrete krav: (1) FUNCAP 55 må benyttes for funksjonskartlegging, (2) ME-spesialister setter diagnose, (3) føre var / do no harm-prinsippet, (4) ordet 'aktivitetstilpassing' (innsenders foretrukne ord) — 'vi legger nesten alltid lista for høyt'. **Eksplisitt HABU-kritikk**: 'I dag oppfordrer HABU til økt aktivitet, gjør gøye ting og ikke kjenn etter symptomer. Disse rådene får både unge syke og deres foreldre. Det er svært alvorlig'. **Eksplisitt NKT-kritikk**: 'Kompetansetjenesten vil ikke ha [ME OG SKOLE-verktøykassen] på sine nettsider, men kommer ikke opp med noen som helst grunn til hvorfor. Mange unge har hatt god bruk av dette og skolene gir samme tilbakemelding'. Refererer FAFO, ME-foreldrenes uttalelse. Avslutter med STORE BOKSTAVER: 'LAG EGNE RETNINGSLINJER FOR ME'."
352,"Privatperson (utmattelse = overbelastning, 'kun erfarte vet')",,pasient_tilfrisket_overbelastning,,B_modifisert,False,9,utmattelse_overbelastning;avlastning_belastning_medisin;kun_erfarte_vet;tilfriskning_håp;nav_kritikk;objektive_funn_mangler_ikke_utelukker;individuell_tilpasning;manglende_etterlevelse_kritikk;tjenestesamhandling_gap,"B_modifisert pasient med overbelastning/utmattelse-rammeverk. Hovedanke: 'avlastning fra belastning er selve medisinen, ikke arbeidsutprøving og krangling med NAV'. Mener at lege, NAV og hjelpeapparat må forstå at 'utmattelse skjer fordi belasting over tid har vært for stor' og at man uten denne forståelsen 'vil fortsette å påføre ytterligere belastning, og bedring vil utebli'. Spesielt poeng om Canadakriteriene: 'ja, fordi symptomene faktisk stemmer. Det er dette som skjer med en menneskekropp ved utmattelse' — implicit kollapser ME-spesifikke kriterier til generell utmattelses-fenomenologi. Krever at aktivitetsavpasning kun kan veiledes 'fra mennesker som har levd tilstanden selv, og ikke fra mennesker som ikke vet hva utmattelse er'. Avslutter med radikal posisjon i implementering: 'Kun mennesker som har levd med utmattelse selv vet hva det innebærer, og hva som hjelper!' Substansielt poeng i generelle_kommentarer: praksis-gap mellom retningslinjens intensjon og NAV/hjelpeapparat — 'manglende objektive funn ikke er lik manglende sykdom'."
353,"Privatperson (ektefelle til utbrent kone, Karlson+Linda)",,pårørende_oku_karlsons_kone,,B_modifisert,False,6,oku_karlsons_konkret;rune_linda_metode;kone_utbrent_3_år_sengeliggende;fram_opphold_prøvd;individuell_tilpasning;aksept_alvorlig_lidelse,**27. OKU/Karlsons-tilhenger**. Pårørende til kone utbrent i 3 år. **Refererer 'Rune og Linda'** — Linda er sannsynlig ektefelle/medforfatter til Karlson eller medarbeider ved Karlsonpsykologene. FRAM-opphold (rehabilitering) prøvd uten effekt.
354,Recovery Norge,,,,B_klar,False,10,nevroplastisitet;biopsykososial_støtte;tilfriskning_håp;nocebo;kognitiv_terapi_støtte;psykologisering;barn_og_unge;alvorlig_syke;kompetanseheving;implementering_konkret,"Recovery Norge mener veilederen mangler forklaringsmodeller for hvorfor symptomene oppstår og opprettholdes. Argumenterer sterkt for nevroplastisk forklaringsmodell (allostase, prediktivt kodende hjerne), kritiserer at biomedisinske og psykologiske forklaringsmodeller er utelatt. Hevder at vedvarende fokus på symptomer uten alternativ forståelse forsterker symptomidentitet og nocebo. Henviser til at mange medlemmer har blitt friske gjennom nevroplastisk trening, og kritiserer ME-diagnosen som 'overgrep' mot barn så lenge den er omstridt. Vil ha regionale kompetansesentre for funksjonelle/nevroplastiske lidelser."
355,"Stavanger Universitetssykehus, samhandlingslegene",,,,pragmatisk,False,4,kunnskapsgrunnlag_smalt;implementering_konkret;tjenester_samhandling;nav_arbeidsliv,"Samhandlingslegene leverer ressurskritisk pragmatisk innspill. Mener faglige retningslinjer bør være forskningsbasert; når det er lite solid forskning, bør ordet 'retningslinje' erstattes med 'anbefaling'. Påpeker at fastleger har lite erfaring med diagnosen – 1500-2000 nye tilfeller per år fordelt på 5000+ fastleger. Forventer at retningslinjen i praksis vil generere uendret eller økt henvisningsmengde. Vil ha kartleggingsteam og dedikerte ressurser etter mal fra demensteam-funksjonen."
356,Privatperson,,Pasient/pårørende med høy forskningskompetanse,,A_klar,False,15,pem_kjerne;pem_definisjon;egen_retningslinje;skille_me_utmattelse;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;kognitiv_terapi_kritikk;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;alvorlig_syke;barn_og_unge;psykologisering;implementering_konkret,"Akademisk-orientert systematisk gjennomgang av retningslinjens kunnskapsgrunnlag. Hovedinnvending: PICO-strukturen ikke konsekvent brukt - den brede PICOen for 'langvarig utmattelse av uklar årsak' blandes med PEM-PICOen uten metodisk avgrensning. Refererer Kuut 2024 og Nerli 2024 som basert på enkeltspørsmål om symptomøkning uten reell PEM-operasjonalisering. Vil ha tydelig forankring i NICE NG206 1.6.1-1.6.4, Chou/AHRQ 2023, IQWiG 2023, EUROMENE (Nacul et al. 2021). Foreslår strukturerte algoritmer fra Mayo Clinic (Seltzer 2026) og DePaul Symptom Questionnaire (Jason). Påpeker at retningslinjen henviser til Hestevik et al. (2025) og Asprusten (2021) som ikke vurderer PEM. Krever Canada-kriteriene som krav, ikke anbefaling. Bruker konsekvent 'aktivitetsavpassing'."
357,"Privatperson (pårørende til flere ME-syke familiemedlemmer, sykehus-flytte-skandale)",,pårørende_flere_familiemedlemmer_me,,A_klar,False,16,pem_kjerne;egen_retningslinje;canadakriteriene_støtte;fastlege_kunnskapsmangel;familie_flere_me_pasienter;fastlege_blodtrykk_generelle_råd;digitalt_hjelpemiddel_forslag;fastlege_tidssparing_verktøy;grafisk_oppfølging_over_tid;nasjonalt_me_senter_østlandet;kunnskapsgrunnlag_for_lite;fire_sykehus_én_uke;transport_uverdig_kvalitet;personvern_tredjepart_hensyn;anonym_innsamling_nasjonal;alvorlig_grad_synlig,"A_klar pårørende-stemme til flere familiemedlemmer med ME/utmattelse. **Konkret dramatisk hendelse beskrevet**: 'Ett familiemedlem ble akutt dårligere sist mandag. Fra mandag 27. til lørdag 2. mai var pasient ved fire sykehus, og før ble brått sendt hjem lørdag 2. mai. Frakten mellom sykehusene og hjem var av varierende kvalitet. Ved et tilfelle havnet med hode utenfor båren og beina oppetter skapdørene hjemme'. Eksplisitt anerkjennelse av helsetjenesten ('Vi er veldig takknemlig for all hjelp'), men sterkt krav om bedring. **To konkrete implementeringsforslag**: (1) **digitalt hjelpemiddel for fastlegen**: utviklet av eksperter på ME, med grafisk framstilling av blodprøver, blodtrykk, puls — enkelt å bruke, sparer legen tid, gir oversikt over pasientens utvikling; (2) **Nasjonalt senter for ME og utmattelse på Østlandet** med ansvar for kunnskapsgrunnlag gjennom forskning og direkte pasientoppfølging. Fastlege-kritikk: 'Mine familiemedlemmer får f.eks. generelle råd som å drikke mer når de har lavt blodtrykk, noe de allerede gjør, og så kommer man ikke videre derfra'."
358,Norsk Fysioterapeutforbund,,,,tjenestefaglig,False,6,pem_definisjon;canadakriteriene_støtte;barn_og_unge;tjenester_samhandling;kompetanseheving;implementering_konkret,"Norsk Fysioterapeutforbund leverer pragmatisk profesjonsfaglig innspill. Støtter Canadakriteriene som standard, men mener formuleringen 'anbefales' er for svak – det bør være krav. Foreslår at fysioterapeut i kommunehelsetjenesten kobles tidligere på i forløpet for barn og unge for å forhindre langvarig skolefravær. Etterlyser bedre samarbeid spesialist-/primærhelsetjeneste, særlig BUP-fysioterapi. Vil ha PEM beskrevet som 'anstrengelsesutløst økt utmattelse og økte symptomer'."
359,"Privatperson (Long Covid postviral, Karlsons-tilfrisket)",,pasient_oku_karlsons,,B_modifisert,False,10,utmattelse_overbelastning;tilfriskning_håp;oku_karlsons_konkret;fastlege_kritikk;frisklivssentral_skadelig;vaksineutløst_long_covid;spesialist_anbefaling;ansvarsfrihet_pasient;praktisk_hjelp_hjemmet;økonomisk_trygghet,"Pasient med utmattelse etter Covid (og første vaksine) som beskriver svært vanskelig veiledning fra fastlege og frisklivssentral. Hovedhistorie: fastlegens råd og frisklivssentralens kurs gjorde innsender progresivt sykere fram til hen gråt 'sammenhengende I 7 dager'. Vendepunkt: tok kontakt med 'spesialist I utmattelse, Rune Karlson' (etter lege-avvisning av Karlson). Kjøpte videokurs, fikk 'endelig forklaring' og håp. Sentralt konsept: 'ansvarsfrihet til pasienten' — pasienten skal slippe å organisere hjelp, ha minst mulig møter/avtaler, få praktisk hjelp og økonomisk trygghet for å bli bedre. Hjemmebasert behandling er en sentral kvalitet. Diagnose bør settes av spesialist (ikke fastlege). Innspillet skiller ikke aktivt mellom ME og generell utmattelse — bruker konsekvent termen 'kronisk utmattelse', og Karlsons referanseramme er overbelastning/utmattelse snarere enn G93.3-ME med PEM."
36,"Privatperson (70. mal-instans, ren)",,pasient_eller_pårørende_mal_ren,,A_klar,False,2,egen_retningslinje;stan_mal_setning,70. mal-instans.
360,Privatperson,,pårørende_svært_alvorlig_syke,,A_klar,False,17,pem_kjerne;pem_definisjon;egen_retningslinje;canadakriteriene_støtte;biopsykososial_kritikk;nice_2021;aktivitet_pacing;alvorlig_syke;tvang_pasientvern;kunnskapsgrunnlag_smalt;kunnskapsgrunnlag_forskning;nav_arbeidsliv;tjenester_samhandling;kompetanseheving;implementering_konkret;arbeidsgruppe_kritikk;dårlig_prognose,"Pårørende til svært alvorlig ME-syk krever separate retningslinjer for ME/CFS (G93.3/8E49) og uspesifikk utmattelse, eget kapittel om alvorlig/svært alvorlig ME, operasjonalisering av ICPC-2 A04.0008, og CRPD-vurdering. Viser til Wold-registerstudie (1904 pasienter), Saugstad et al. 2026 om Røysumtunet, Fafo/SINTEF, Kolbjørn Gulating lagmannsrett mars 2026. Sterkt kritisk til kommune-tillit-anbefalingen som døråpner for tvang."
361,"Fagområdet for allmennmedisin, Institutt for global helse og samfunnsmedisin, UiB",,,,B_modifisert,False,6,biopsykososial_støtte;canadakriteriene_støtte;aktivitet_gradvis_økning;nocebo;tilfriskning_håp;kunnskapsgrunnlag_forskning,"Allmennmedisinsk fagmiljø ved UiB støtter felles retningslinje og biopsykososial tilnærming. Støtter at fastlege får hovedansvar og at Canadakriteriene velges. Eksplisitt kritisk til at retningslinjen legger for mye vekt på å unngå belastninger – kan forsterke unngåelsesatferd og redusere håp om bedring. Mener det er kontinuum i klinisk grad av utmattelse, og ikke kvalitativ forskjell mellom de som fyller Canadakriterier og de som ikke gjør det."
